Watershed,dep_names,expl_names,nobs,p.value,r.squared,adj.r.squared,RMSE,statistic,df,r,p,r.sq.adj,r_labels,r2_labels
Connecticut,AI_Mod.mean,tt_hr,45,0.6552403032088685,0.00467942570133724,-0.01846756439863162,0.027088408851861794,0.2021613039590632,1,0.06840632793343931,n.s.,NA,NA,NA
Connecticut,AI_Mod.mean,Da,39,0.7254778777071942,0.0033721741861545886,-0.023563712998003306,0.02697196029664531,0.12519261619635427,1,0.05807042436692353,n.s.,NA,NA,NA
Connecticut,AI_Mod.mean,lulc_evenness,45,0.0172678310523883,0.12485028595513709,0.10449796702386116,0.025400553629956486,6.1344501516864876,1,0.3533415995253562,< 0.1,0.10,r~'= '*0.35,r^2~'= '*0.10
Connecticut,AI_Mod.mean,PctDecid2019Ws,45,0.05313090920401377,0.08422222185593216,0.06292506422467481,0.02598346439734008,3.9546226456210745,1,-0.2902106508313094,< 0.1,0.06,r~'= '*-0.29,r^2~'= '*0.06
Connecticut,AI_Mod.mean,PctConif2019Ws,45,0.9734664872975529,2.6028244479781538e-5,-0.023229180400997418,0.027151657892549967,0.0011192436445778197,1,-0.00510178836093606,n.s.,NA,NA,NA
Connecticut,CHON_norm,WsAreaSqKm,45,0.7894025627056207,0.0016769487137668453,-0.02153986643242467,1.9970034974432063,0.07222992056436024,1,0.040950564266769754,n.s.,NA,NA,NA
Connecticut,CHON_norm,tt_hr,45,0.4205362569954505,0.015149058572992272,-0.007754451692752129,1.983483207979627,0.6614295536894168,1,0.12308151190569722,n.s.,NA,NA,NA
Connecticut,CHON_norm,Da,39,0.09000644065643694,0.07571271697128494,0.050731979592130494,1.9135113666725803,3.0308439587721905,1,0.2751594391826036,< 0.1,0.05,r~'= '*0.28,r^2~'= '*0.05
Connecticut,CHON_norm,lulc_evenness,45,0.0864427115551646,0.06681604956182588,0.045114097226054306,1.9307538360125867,3.0788036268834893,1,0.2584880066111886,< 0.1,0.05,r~'= '*0.26,r^2~'= '*0.05
Connecticut,CHON_norm,PctDecid2019Ws,45,0.03917914131025458,0.095213080479038,0.07417152421110862,1.9011502133235825,4.525001823375477,1,-0.30856616872080783,< 0.1,0.07,r~'= '*-0.31,r^2~'= '*0.07
